start	end	text
3044882	3048743	So this is before training, and this is after training.
3052616	3062286	If I were to shade this then, so if I were to draw a line across the top up here and then shade all of this, that would be the O2 deficit after training.
3063127	3068793	And then if I were to shade all of this, this would be the O2 deficit before training.
3070562	3076404	So no surprise then, the O2 deficit is lower following training.
3077044	3085787	That means the rise in oxygen consumption or the rate at which you are increasing oxygen consumption is faster after training.
3089068	3092409	Same VO2 at a lower concentration of ADP.
3094970	3100332	And we can meet a lot of the ATP production through oxidative phosphorylation.
3103035	3112940	We don't get into this concept too much more than this in this class, but this is a whole field of exercise physiology called VO2 kinetics.
3113960	3115501	It's a pretty fascinating field.
3116601	3121184	There used to be this idea that you would have three determinants of performance, VO2 max.
3122144	3123624	economy and lactate threshold.
3123704	3133086	And if you had at least two of the three at a relatively high level, you'd be kind of a very elite athlete or an Olympic performer.
3133966	3143828	And if you had all three that were at the top, then those are kind of those athletes who, Olympic after Olympic, they're just always kind of winning golds and silvers.
3144208	3147349	So typically, we don't see athletes with all three of those.
3147929	3151350	But now they're adding like a fourth pillar, and that's VO2 kinetics.
3152405	3156009	So it's how quickly can you get to that point.
3157631	3161937	OK, this results in less lactate formation and hydrogen production.
3162718	3167924	The other really big thing is you are not depleting your immediate energy sources as much.
3169045	3169987	So this is very nice.
3172807	3180614	Right here, not that big of a deal, but you could imagine an athlete who would want to rely on those immediate energy sources throughout the race.
3180794	3182155	Maybe they wanna speed up a little bit.
3182195	3183556	Maybe they wanna sprint at the end.
3189742	3190002	Okay.
3191624	3195547	Metabolic responses to exercise, influence of duration and intensity.
3196848	3199671	When we are talking about substrate utilization,
3200833	3209603	and looking at RER, you always have to ask yourself, how does this behave if I increase or decrease duration?
3211046	3215567	And separately, how does this behave if I increase or decrease intensity?
3216267	3217848	These are two separate topics.
3218208	3219968	Yes, they sometimes are.
3220469	3224150	Like if I increase duration, a lot of the times you have to back off on intensity.
3224610	3229591	But these two concepts are just so much easier to try to grasp if you separate them.
3230031	3231532	And then later on we can put them together.
3235073	3240234	And so the interaction between oxidative and non-oxidative ATP production
3242163	3246185	would be this idea of short-term high-intensity exercise.
3246525	3252267	You're going to have a greater contribution from those non-oxidative or anaerobic energy systems.
3253408	3263692	The long-term or low to moderate exercise intensity would then rely majorly on the ATP being produced from aerobic sources.
3269270	3276012	This is a really great figure to just double check that you understand the concept from this slide here.
3277093	3290157	So if you look at this figure, if I'm trying to sprint for one to three seconds, essentially it's not 100, but it's like 99.99999, right?
3291878	3295819	That is primarily gonna come from anaerobic or non-oxidative.
3297330	3298891	as I move down the spectrum here.
3300453	3312082	Even if I'm sprinting for two minutes, 60% of the energy is still coming from non-oxidative, but 40% is coming from oxidative.
3313744	3317947	Once we get into this three minute mark, we're almost 50-50.
3319889	3321110	And then at four minutes,
3322570	3337222	You're kind of on the other side of the spectrum now, where you're at 65, maybe 70, 30, as far as 70 being primarily, or not primarily, majority of that energy is coming from oxidative phosphorylation.
3340505	3342207	And this four minutes is kind of unique because
3344450	3353755	most people would think, if I'm trying to sprint a mile as fast as I can, that maybe a lot of that is coming from non-oxidated phosphorylation.
3354295	3368702	And I know not everyone can run four-minute miles, but in general, even if you were trying to sprint for four minutes, there is a substantial contribution from the oxidative phosphorylation to that exercise task.
3370633	3381065	So try to make sure you keep this in the back of your mind here that just because you're running four minutes or five minutes doesn't mean it's not oxidative.
3381566	3389515	It doesn't always have to be 10K, a marathon for it to be kind of primarily on the oxidative side of things.
3393100	3402988	You definitely don't need to memorize these, but it might be good to kind of check these to get an idea of how long some of these events are.
3403468	3406170	So 10 minutes, that's close to a two mile run.
3408012	3410474	Two minutes, 800 meter dash.
3411895	3416559	On a track, on a standard track, not an indoor track, does anyone know how many laps that is?
3417882	3418723	800 meters, too.
3419003	3419163	Yeah.
3419364	3420705	So if you just run around twice.
3421105	3422006	So it's not very far.
3422887	3423647	Run around twice.
3424348	3425549	That should be your 800 meters.
3430185	3431645	Here are some more examples here.
3431765	3439767	Again, I wouldn't focus on memorizing these events per se, but you could always just kind of quiz yourself.
3439847	3444108	OK, if I'm going out for a 5k, around what percentage?
3444168	3449609	Well, you wouldn't have to memorize the percentage, but are you using more oxidative or are you using more non-oxidative?
3449629	3451170	And kind of look down here.
3451230	3451750	Well, this is a 5k.
3453350	3457092	And so we're not using a lot of ATP, PC, or glycolysis.
3457252	3458153	70% aerobic, OK.
3458813	3459594	That kind of makes sense.
3459614	3462476	So that means 10K would probably be more than that.
3463876	3467238	So that's how you should approach these figures here, these tables here.
3470540	3470800	OK.
3472541	3474663	Short-term, high-intensity exercise.
3475963	3482008	This is, I'm gonna go through these kind of fast, because it's a little bit of review first, one to five seconds is through the ATPPC.
3482889	3485911	Then you kind of shift the ATP production to glycolysis.
3486692	3495820	And then anything lasting longer than 45 seconds, you're starting to really rely on that oxidative phosphorylation.
3497241	3502345	Even at 60 seconds, right, we're at 70, 30, and then two to three minutes, we're already at that 50, 50.
3507043	3512367	I can then plot these on a figure as far as contribution from each energy system.
3515330	3517391	Here you can see the teal line.
3517471	3520514	So we have contribution of energy system on the y-axis.
3520774	3524437	And then we have time in seconds of maximal effort.
3524477	3527139	So it's not like, oh, I'm walking for three seconds.
3527239	3531383	No, you're doing the maximum effort you can for that duration.
3532481	3533962	So this is seconds down here.
3534722	3537123	This teal line is the ATP PC system.
3537483	3545748	You'll notice it's not at 100% because we still have some energy contribution from both aerobic and glycolysis.
3546088	3551851	So the rapid non-oxidative glycolysis as well as the oxidative phosphorylation right here in blue.
3554092	3556293	As we move in duration,
3558212	3564957	the contribution from these systems, primarily because you're depleting them, rapidly decrease.
3566978	3573883	We become more reliant on these other energy systems as we move through the duration.
3583229	3583329	OK.
3589129	3594092	I probably should have put this question in a different place.
3594192	3601676	But here's a question I want you to kind of chat with your neighbors about.
3604397	3610601	If we are talking about substrate utilization where 0.7 is 100% fat, 1 would be 100% carbohydrate,
3615498	3624806	Would it be physiologically possible for the respiratory exchange ratio to be outside of the R or the RQ range of 0.7 to 1?
3626888	3628910	So chat with your classmates really quick.
3632674	3634095	And we'll come back to this.
3742530	3753064	Okay, sorry, the timing of this slide wasn't great, because I probably should have had it maybe three or four slides back when we were talking about RER, but it's good review.
3754326	3757310	If we look at the RER chart, which you will see next week,
3758221	3765302	you see this is an expanded version of that table where we go from 0.7 all the way to one.
3766283	3776645	Even this chart is simplifying things because we can get at like six decimal places deep on this RER chart when we're actually doing substrate calculations for athletes.
3777425	3783106	So even this is a little bit of a simplified version of the RER chart.
3784520	3794347	But if I'm at 100% carbohydrates and 100% fats, and that's 0.7 to 1, do you think we can go over 1?
3794387	3801692	So I'm seeing some shakes of the head.
3801712	3805895	How about we'll start with this.
3806056	3807036	Can you go lower than 0.7?
3809592	3817657	No, I'm thinking no because, again, you have a required amount of oxygen to break down these lipids or these free fatty acids.
3818498	3824562	And that doesn't change because the stoichiometry behind it is what it is.
3824622	3825782	You just can't change that.
3827624	3833207	But over here, then, you can make the same argument for the carbohydrates, for the glucose molecule.
3836489	3836730	But.
3838040	3841723	It's the respiratory exchange ratio, not what's happening at the muscle.
3843905	3845206	So what are we counting again?
3846647	3849349	The number of what over the number of what?
3849509	3850149	What's RER?
3852211	3856935	VCO2 over VO2, right?
3857255	3863420	The amount of oxygen we consume, I'm gonna argue that doesn't change very much if we're down over there.
3867175	3874761	Any idea if we could produce carbon dioxide not from breaking down the substrate?
3877523	3880686	Someone mentioned it last week, so maybe that person don't mention it, but.
3885430	3889513	Is there another way where our body produces an excess quantity of
3892526	3896768	Yeah, so all of the carbon dioxide produced here is from cellular respiration.
3897688	3898568	Yeah, that's a good thought.
3898628	3900669	But outside of cellular respiration.
3900689	3904311	Do you have a guess?
3905831	3907252	Yeah, the bicarbonate buffer.
3908392	3913034	So we can have non-metabolically produced carbon dioxide.
3915567	3920389	We cannot dissociate the two when we are measuring expired gases.
3921409	3930153	So when you are running through your RER calculations next week, not likely, but it's possible that someone will be over one.
3931534	3934995	And if that's the case, you need to think about, well, one, is that possible?
3935215	3937276	Yes, I'm telling you it's possible, but two, why?
3938216	3939197	And the second one would be,
3940420	3942983	Well, you're producing more non-metabolically.
3943704	3950171	And if you're undergoing that bicarb buffering, that means there are a lot of hydrogen ions, or there's a lot of changes in the pH.
3950552	3952354	And so that intensity must be pretty high.
3958381	3959763	OK, any questions on that one?
3962197	3965258	All right, so we'll get into this concept.
3965619	3970121	Now we're kind of jumping back, sorry about that, but steady state or prolonged exercise.
3970141	3973022	So this is the duration piece of the exercise.
3973662	3976444	So metabolic responses to prolonged exercise.
3977624	3985150	When we are looking at these concepts, especially this one, we usually need to make sure we're kind of in a cool environment.
3985810	3987972	Some of these things change if I heat up the room.
3988692	3993055	So we'll just start with a thermo neutral environment, cool environment.
3994396	4000881	The ATP production will be primarily from oxidative phosphorylation or aerobic metabolism.
4002362	4004404	And we can maintain a steady state
4005572	4012577	as long, again, as we are below lactate threshold or it's a submaximal exercise.
4017461	4031471	If I heat up the room though, so this is exercise in a hot and humid environment versus exercise in a cool environment, you will get an upward drift of oxygen uptake, even if I don't change the workload or the power.
4034649	4036010	One day, I will change these figures.
4036071	4041316	But I really don't like these figures only because they make it seem like both are increasing.
4041836	4044158	But you have to kind of look at the axes here.
4044959	4047902	Maybe it's a good learning tool here.
4047962	4050424	But the axes here, you go from 1.2 to 2.4.
4050825	4053227	And over here, you're going from 2 to 3.6.
4055109	4057952	So they've kind of shrunk down the axes in this picture.
4059102	4067808	And if we're looking at this change, this increase here or this increase is only like point one, maybe point two.
4069109	4074673	If I were to put point one on this graph, it would be from here to like here.
4077215	4083860	So there's a really big increase after 20 minutes of exercise in the heat.
4085424	4093411	But after the same, let's see here, 40, maybe 40 minutes of exercise in the cool, we're basically pretty flat.
4097374	4105722	So if I heat up the room and make it more humid, you get an upward drift in oxygen uptake over time, and you cannot achieve steady state.
4108672	4117416	We'll touch on this when we get to hormones, but a lot of this is because you have an increase in core body temperature as well as an increase in epinephrine or epinephrine secretion.
4125139	4132902	Okay, assuming you can maintain steady state in a cool environment, if I increase duration,
4135523	4144530	prolonged low intensity exercise, you shift from carbohydrate metabolism to fat metabolism.
4146872	4160562	Again, if I am only looking at exercise duration here, you are shifting from carbohydrate metabolism towards fat metabolism.
4165752	4167354	Any questions on this concept here?
4169596	4169916	OK.
4171017	4174540	So be a good clicker to end with, because you know the deal now.
4175561	4186652	So if we're shifting that way, what happens to R or RER as exercise duration increases?
4197693	4203627	We'll go about a minute from now, maybe a little less.
4246178	4248359	Okay, let's double check that you have an answer in.
4248379	4255642	I think we're missing 10 clickers.
4256903	4262625	You could be that last clicker that makes or breaks this question.
4266747	4271369	Two clickers will go maybe 10 seconds from now.
4272189	4274090	One clicker, double check you're in.
4275329	4280152	All right, I'll close it down in three, two, one.
4280172	4286796	Nice job, we did pretty good here.
4289798	4291980	So we're thinking B here.
4299645	4301106	What does the RER chart go from?
4301126	4304107	0.7 to one, what's that 0.7?
4306578	4307499	100% fat, what's that one?
4309020	4309340	100% carbs.
4309701	4314304	As I increase in exercise duration, we shift from what substrate to what?
4315325	4323310	From carbs to fat, so that means we kind of move, well, I know I'm going up, but you move like down towards the point seven, right?
4324111	4327533	So, that's this piece here.
4329095	4333378	As I am going more towards fat, you're going lower on the RER.
4335306	4339133	Okay, we'll start basically on this concept on Thursday.
4339153	4341678	Have a great rest of your day.
